bbox_output_io_u_multi,bbox_output_loss,class_output_accuracy,class_output_loss,loss,val_bbox_output_io_u_multi,val_bbox_output_loss,val_class_output_accuracy,val_class_output_loss,val_loss,learning_rate
0.07137956470251083,0.055231548845767975,0.6104881763458252,1.1507420539855957,1.8066405057907104,0.13787445425987244,0.05633768439292908,0.6519566774368286,1.3726493120193481,2.0358963012695312,0.0010000000474974513
0.10822132974863052,0.04224492982029915,0.6563739776611328,1.0157467126846313,1.533844232559204,0.16005752980709076,0.03638353571295738,0.6761032342910767,0.933509111404419,1.3874744176864624,0.0010000000474974513
0.12395135313272476,0.03961647301912308,0.6829394698143005,0.9306976795196533,1.4109984636306763,0.15338735282421112,0.034272417426109314,0.6969192624092102,0.8796851634979248,1.3048769235610962,0.0010000000474974513
0.13806942105293274,0.03698493540287018,0.6919096112251282,0.8839410543441772,1.32748544216156,0.19280992448329926,0.03154447674751282,0.7185678482055664,0.8368517756462097,1.2292968034744263,0.0010000000474974513
0.14613217115402222,0.0359431691467762,0.7045023441314697,0.854654848575592,1.284050703048706,0.19255094230175018,0.030629828572273254,0.717735230922699,0.7991021275520325,1.1810896396636963,0.0010000000474974513
0.15200044214725494,0.0347738079726696,0.7167500257492065,0.8145967125892639,1.2317395210266113,0.20677202939987183,0.030016353353857994,0.7160699367523193,0.7739840149879456,1.1423722505569458,0.0010000000474974513
0.15586674213409424,0.03424147889018059,0.722442626953125,0.8044745326042175,1.206762433052063,0.1873442679643631,0.02955908142030239,0.7169025540351868,0.7668659090995789,1.1241472959518433,0.0010000000474974513
0.160429447889328,0.03392663970589638,0.7286527752876282,0.7666756510734558,1.1650837659835815,0.19875971972942352,0.02910936437547207,0.7069109082221985,0.8028470277786255,1.1534364223480225,0.0010000000474974513
0.1629115343093872,0.03300601616501808,0.7462480664253235,0.7333732843399048,1.1177347898483276,0.21045736968517303,0.030527504161000252,0.7360532879829407,0.7366193532943726,1.0908641815185547,0.0010000000474974513
0.16615402698516846,0.032663218677043915,0.7338278293609619,0.7246196866035461,1.1048476696014404,0.18415920436382294,0.03008444420993328,0.731890082359314,0.7457357048988342,1.0991290807724,0.0010000000474974513
0.16419047117233276,0.03250448778271675,0.7505606412887573,0.699561595916748,1.0752023458480835,0.20391465723514557,0.029333265498280525,0.7385511994361877,0.7374042272567749,1.0790308713912964,0.0010000000474974513
0.17020057141780853,0.03211991488933563,0.7469380497932434,0.6847480535507202,1.0541902780532837,0.18216973543167114,0.030392445623874664,0.7210657596588135,0.7518939971923828,1.1038062572479248,0.0010000000474974513
0.170352041721344,0.032032378017902374,0.7526306509971619,0.6649627089500427,1.0342135429382324,0.21837271749973297,0.02814425341784954,0.7368859052658081,0.8355469107627869,1.1624386310577393,0.0010000000474974513
0.16976453363895416,0.03222663328051567,0.7505606412887573,0.6651244759559631,1.0338777303695679,0.19467908143997192,0.02914595603942871,0.7277268767356873,0.7652247548103333,1.099003553390503,0.0010000000474974513
0.17202942073345184,0.03209705278277397,0.7602208256721497,0.6251980066299438,0.9910503029823303,0.23912286758422852,0.028533801436424255,0.7510408163070679,0.7865985035896301,1.1105713844299316,0.0010000000474974513
0.16992725431919098,0.031948525458574295,0.7614282965660095,0.6280351281166077,0.9872820377349854,0.2087607979774475,0.028732001781463623,0.746044933795929,0.7337995767593384,1.061731219291687,0.0010000000474974513
0.17661549150943756,0.031425897032022476,0.7757460474967957,0.5938013195991516,0.9525965452194214,0.18658839166164398,0.03027743473649025,0.7327227592468262,1.1194270849227905,1.4644322395324707,0.0010000000474974513
0.17051486670970917,0.03144431486725807,0.7712609767913818,0.5891539454460144,0.9507119655609131,0.22153311967849731,0.028040751814842224,0.7510408163070679,0.7186298370361328,1.0424035787582397,0.0010000000474974513
0.17674066126346588,0.03147399425506592,0.7766085863113403,0.5616650581359863,0.9201754331588745,0.21254070103168488,0.027902130037546158,0.7402164936065674,0.7781577110290527,1.0943855047225952,0.0010000000474974513
0.17683559656143188,0.03090152144432068,0.7707434892654419,0.5731200575828552,0.9251512885093689,0.23732443153858185,0.028402402997016907,0.7468776106834412,0.8283286094665527,1.158394694328308,0.0010000000474974513
0.1822478473186493,0.03087593987584114,0.777643620967865,0.5548887848854065,0.9082369804382324,0.2185230255126953,0.02801860310137272,0.741881787776947,0.7455684542655945,1.0753017663955688,0.0010000000474974513
0.18026532232761383,0.031041854992508888,0.7793686389923096,0.5424385070800781,0.899239182472229,0.19395039975643158,0.029447821900248528,0.7352206707000732,0.8775640726089478,1.212060570716858,0.0010000000474974513
0.1798306107521057,0.031040364876389503,0.785751223564148,0.5171489715576172,0.8722921013832092,0.24305765330791473,0.028493555262684822,0.7402164936065674,0.7688825726509094,1.0966922044754028,0.0010000000474974513
0.18893124163150787,0.029797742143273354,0.8007590174674988,0.48662784695625305,0.8247867822647095,0.2550496757030487,0.02668680250644684,0.7543713450431824,0.7554244995117188,1.0662181377410889,0.0005000000237487257
0.1916147619485855,0.029340384528040886,0.8028290271759033,0.46527552604675293,0.8021919131278992,0.2540322542190552,0.026582827791571617,0.7585345506668091,0.758618950843811,1.0725044012069702,0.0005000000237487257
0.19495078921318054,0.029002055525779724,0.7998964786529541,0.46683070063591003,0.7955272197723389,0.2258094698190689,0.02687319554388523,0.7377185821533203,0.7993317246437073,1.1068470478057861,0.0005000000237487257
0.1945497840642929,0.028754692524671555,0.8043815493583679,0.4518725275993347,0.7802777886390686,0.25783196091651917,0.02635779231786728,0.7527060508728027,0.7660171985626221,1.0688437223434448,0.0005000000237487257
